satellite_1,satellite_2,distance_km,relative_speed_km_s,altitude_diff_km,inclination_diff_deg,object_type_risk,time_to_event_hours,collision_occurred,collision_probability
Starlink-1001,Envisat,4.116,1.342,232,45.5,0.2,155.99645155136042,0,0.8865
GPS-79,Iridium-33 Debris,0.594,2.883,19420,31.4,0.9,139.66617067460135,0,0.7742
Tiangong,Cosmos-1408 Debris,4.29,0.331,26,41.1,0.9,28.099720743724994,0,0.9791
DEBRIS_A,GPS-79,1.227,5.41,19790,3.4,0.8,125.63074134445978,0,0.6434
Envisat,DEBRIS_A,1.191,11.017,372,46.9,0.8,103.67495052655399,0,0.2479
DEBRIS_B,Envisat,9.083,12.965,234,70.1,0.8,154.05777088990783,0,0.9048
Envisat,Starlink-1001,40.495,1.267,232,45.5,0.2,115.65195656855884,0,0.99
Starlink-1001,GPS-79,9.46,4.165,19650,2.0,0.2,77.93028306294592,0,0.9798
Hubble,Cosmos-1408 Debris,0.229,4.328,132,54.1,0.9,73.40207108045232,0,0.6494
Cosmos-1408 Debris,ISS,11.064,0.3,7,30.9,0.9,3.3650267886418765,0,0.99
Tiangong,Hubble,6.133,11.5,158,13.0,0.2,72.76159301880571,0,0.5042
ISS,Cosmos-1408 Debris,1.345,1.455,7,30.9,0.9,155.10926711881987,0,0.8846
Hubble,Tiangong,15.93,4.204,158,13.0,0.2,162.58353838726055,0,0.99
DEBRIS_A,Hubble,31.991,6.297,137,23.2,0.8,121.04397268297022,0,0.99
Tiangong,GPS-79,0.163,10.545,19811,13.5,0.2,19.117991539560744,0,0.064
Envisat,Cosmos-1408 Debris,1.085,7.233,367,16.0,0.9,29.03743305493934,0,0.5431
Iridium-33 Debris,Cosmos-1408 Debris,14.763,10.069,365,3.8,0.9,21.30299504694913,0,0.99
Envisat,DEBRIS_A,14.756,13.379,372,46.9,0.8,84.99970241253384,0,0.99
Starlink-1001,DEBRIS_B,33.139,4.128,2,24.5,0.8,138.24144480512854,0,0.99
Tiangong,Hubble,14.882,10.52,158,13.0,0.2,119.4973530768665,0,0.99
DEBRIS_B,DEBRIS_A,25.544,5.259,138,23.2,0.8,135.71942732839995,0,0.99
ISS,DEBRIS_A,7.607,4.938,2,0.0,0.8,164.8850512725508,0,0.9806
Tiangong,GPS-79,13.936,8.442,19811,13.5,0.2,81.76740546652432,0,0.99
Starlink-1001,DEBRIS_B,9.397,4.05,2,24.5,0.8,123.39064715026375,0,0.99
Cosmos-1408 Debris,Tiangong,10.121,6.635,26,41.1,0.9,127.75632622043277,0,0.99
GPS-79,Hubble,22.824,1.642,19653,26.5,0.2,18.134865240741654,0,0.99
DEBRIS_A,Starlink-1001,33.819,14.584,140,1.4,0.8,144.38065928473293,0,0.99
DEBRIS_B,Envisat,5.026,13.325,234,70.1,0.8,61.86213162459228,0,0.5288
Cosmos-1408 Debris,Iridium-33 Debris,25.674,13.593,365,3.8,0.9,20.207698363965914,0,0.99
DEBRIS_B,ISS,2.667,12.205,140,23.2,0.8,143.3851436608525,0,0.3257
Cosmos-1408 Debris,DEBRIS_B,0.777,0.754,133,54.1,0.9,121.05066241773686,0,0.8768
Tiangong,Cosmos-1408 Debris,1.245,0.824,26,41.1,0.9,75.31142575672106,0,0.898
ISS,Hubble,16.176,6.531,139,23.2,0.2,128.3089549640775,0,0.99
Tiangong,Cosmos-1408 Debris,3.495,7.611,26,41.1,0.9,91.58563508433517,0,0.7797
Hubble,DEBRIS_B,0.996,9.677,1,0.0,0.8,98.77226959132231,0,0.3089
GPS-79,DEBRIS_A,2.072,6.512,19790,3.4,0.8,46.22297500831942,0,0.6643
Iridium-33 Debris,DEBRIS_A,9.809,6.096,370,34.8,0.9,25.529734801029594,0,0.99
DEBRIS_A,Envisat,15.959,6.697,372,46.9,0.8,159.42303303388528,0,0.99
Tiangong,Envisat,3.231,3.297,393,57.1,0.2,124.03551173791969,0,0.7362
ISS,Cosmos-1408 Debris,4.69,9.848,7,30.9,0.9,89.6942827668165,0,0.7668
DEBRIS_A,Envisat,9.103,7.115,372,46.9,0.8,118.745279401646,0,0.9823
Tiangong,Starlink-1001,1.186,10.214,161,11.5,0.2,29.664274086025156,0,0.1119
Tiangong,Iridium-33 Debris,3.245,11.002,391,44.9,0.9,25.981369336070507,0,0.5305
Iridium-33 Debris,GPS-79,1.23,7.957,19420,31.4,0.9,67.7276911664065,0,0.5069
Cosmos-1408 Debris,GPS-79,17.444,4.949,19785,27.6,0.9,16.006663791451885,0,0.99
GPS-79,Starlink-1001,2.66,13.436,19650,2.0,0.2,115.2834671988361,0,0.0911
Envisat,Tiangong,10.268,5.058,393,57.1,0.2,12.051161677806679,0,0.9823
Starlink-1001,GPS-79,17.467,12.973,19650,2.0,0.2,50.27912939731509,0,0.99
Hubble,DEBRIS_A,9.5,5.579,137,23.2,0.8,16.994094175672878,0,0.99
Iridium-33 Debris,DEBRIS_A,3.543,0.443,370,34.8,0.9,150.6637457295103,0,0.9689
DEBRIS_A,Starlink-1001,22.397,6.816,140,1.4,0.8,126.63114107515405,0,0.99
Starlink-1001,Cosmos-1408 Debris,1.854,8.093,135,29.6,0.9,73.49716683706131,0,0.5743
DEBRIS_A,Starlink-1001,61.778,14.415,140,1.4,0.8,53.90975011636639,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,30.429,12.533,365,3.8,0.9,139.96174353226235,0,0.99
Hubble,GPS-79,10.312,10.044,19653,26.5,0.2,2.243315112354967,0,0.9271
Envisat,GPS-79,7.754,10.212,19418,43.5,0.2,70.76852717867405,0,0.7709
GPS-79,Starlink-1001,4.756,3.27,19650,2.0,0.2,101.44205374781272,0,0.8578
Hubble,Tiangong,2.004,2.034,158,13.0,0.2,93.58980269072784,0,0.6883
Hubble,Iridium-33 Debris,27.203,14.933,233,57.9,0.9,3.8892651196791137,0,0.99
Hubble,Iridium-33 Debris,22.982,4.937,233,57.9,0.9,121.18264113310998,0,0.99
Cosmos-1408 Debris,ISS,4.804,12.705,7,30.9,0.9,71.87820765347418,0,0.5964
Starlink-1001,DEBRIS_B,3.268,12.418,2,24.5,0.8,139.5858445450603,0,0.3795
GPS-79,Iridium-33 Debris,48.792,6.939,19420,31.4,0.9,40.13192334628991,0,0.99
DEBRIS_A,GPS-79,4.42,10.167,19790,3.4,0.8,91.1984184807239,0,0.6814
Envisat,DEBRIS_B,5.194,5.95,234,70.1,0.8,57.52560532723613,0,0.9177
Envisat,ISS,20.575,0.224,374,46.9,0.2,28.40778023207479,0,0.99
Starlink-1001,Envisat,11.471,10.159,232,45.5,0.2,70.18956686621605,0,0.9564
DEBRIS_B,Envisat,28.474,14.964,234,70.1,0.8,149.01758041723343,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,2.904,11.819,365,3.8,0.9,52.576079210545664,0,0.4271
Cosmos-1408 Debris,Iridium-33 Debris,5.261,13.334,365,3.8,0.9,141.2373482636189,0,0.6059
Starlink-1001,DEBRIS_B,3.151,10.178,2,24.5,0.8,15.591965866087868,0,0.5305
Iridium-33 Debris,DEBRIS_A,7.816,1.779,370,34.8,0.9,96.95870186862919,0,0.99
Cosmos-1408 Debris,DEBRIS_B,38.275,1.657,133,54.1,0.9,21.716655362832224,0,0.99
Cosmos-1408 Debris,Hubble,15.333,1.886,132,54.1,0.9,81.28335511057871,0,0.99
DEBRIS_B,ISS,25.062,12.138,140,23.2,0.8,31.976261659495723,0,0.99
Tiangong,Cosmos-1408 Debris,16.686,0.569,26,41.1,0.9,122.07880371005326,0,0.99
ISS,Cosmos-1408 Debris,11.256,7.813,7,30.9,0.9,97.12556197392864,0,0.99
Starlink-1001,Envisat,9.879,1.495,232,45.5,0.2,129.0622066364941,0,0.99
DEBRIS_A,Hubble,4.449,8.935,137,23.2,0.8,157.2534226543985,0,0.7584
Envisat,DEBRIS_B,1.58,0.6,234,70.1,0.8,94.19098434636838,0,0.9012
Iridium-33 Debris,ISS,27.563,0.598,372,34.8,0.9,61.67767363191535,0,0.99
Cosmos-1408 Debris,Tiangong,63.529,8.355,26,41.1,0.9,156.38683789511808,0,0.99
DEBRIS_A,Cosmos-1408 Debris,11.726,7.959,5,30.9,0.9,23.795075262456145,0,0.99
Hubble,Cosmos-1408 Debris,19.473,8.74,132,54.1,0.9,27.386376754719667,0,0.99
GPS-79,Cosmos-1408 Debris,0.713,0.305,19785,27.6,0.9,154.80630632573542,0,0.8875
GPS-79,Iridium-33 Debris,12.487,10.078,19420,31.4,0.9,161.51611673712978,0,0.99
Tiangong,DEBRIS_A,60.751,7.965,21,10.2,0.8,132.39360456370105,0,0.99
Cosmos-1408 Debris,DEBRIS_B,5.883,5.08,133,54.1,0.9,4.4221505965576,0,0.9615
Cosmos-1408 Debris,Tiangong,15.014,4.396,26,41.1,0.9,107.29660636249493,0,0.99
Starlink-1001,DEBRIS_B,7.463,4.028,2,24.5,0.8,160.38408298425526,0,0.9841
GPS-79,Iridium-33 Debris,2.696,3.58,19420,31.4,0.9,44.33719153199712,0,0.8884
Envisat,Hubble,19.066,12.833,235,70.1,0.2,43.2422910874721,0,0.99
Iridium-33 Debris,GPS-79,3.919,7.788,19420,31.4,0.9,42.66160117188227,0,0.8058
GPS-79,Cosmos-1408 Debris,18.843,8.395,19785,27.6,0.9,143.6109498615932,0,0.99
Envisat,GPS-79,11.269,9.962,19418,43.5,0.2,34.93411865008548,0,0.9546
Cosmos-1408 Debris,Iridium-33 Debris,2.119,10.236,365,3.8,0.9,141.54852796928165,0,0.4474
DEBRIS_A,DEBRIS_B,17.959,11.875,138,23.2,0.8,49.75690093275331,0,0.99
Tiangong,GPS-79,0.854,3.052,19811,13.5,0.2,1.6448307113012108,0,0.4778
Envisat,ISS,0.127,12.604,374,46.9,0.2,5.471869858232121,0,0.035
Envisat,DEBRIS_B,7.381,6.298,234,70.1,0.8,125.46605498767634,0,0.9677
DEBRIS_A,Envisat,7.263,14.18,372,46.9,0.8,80.99479800228825,0,0.7266
GPS-79,Iridium-33 Debris,28.334,10.62,19420,31.4,0.9,82.44729519047185,0,0.99
Envisat,GPS-79,24.378,0.758,19418,43.5,0.2,166.6722782021389,0,0.99
Iridium-33 Debris,ISS,11.566,0.835,372,34.8,0.9,0.49414086234538457,0,0.99
GPS-79,DEBRIS_B,18.676,2.759,19652,26.5,0.8,13.462849943765928,0,0.99
Iridium-33 Debris,Tiangong,1.498,1.515,391,44.9,0.9,122.36198567194617,0,0.8904
Starlink-1001,Cosmos-1408 Debris,94.988,13.344,135,29.6,0.9,8.21366824682114,0,0.99
Hubble,Starlink-1001,72.225,11.867,3,24.5,0.2,111.50199745314266,0,0.99
ISS,DEBRIS_A,16.6,12.49,2,0.0,0.8,25.337153515058358,0,0.99
Hubble,Starlink-1001,0.472,4.196,3,24.5,0.2,5.607098891090841,0,0.3491
Envisat,Cosmos-1408 Debris,35.443,7.792,367,16.0,0.9,25.914509502079948,0,0.99
Cosmos-1408 Debris,Envisat,14.337,11.331,367,16.0,0.9,75.18718707927651,0,0.99
DEBRIS_A,Envisat,4.803,4.791,372,46.9,0.8,19.711409688530544,0,0.9285
Envisat,GPS-79,5.425,5.246,19418,43.5,0.2,166.49838781729272,0,0.8233
GPS-79,ISS,0.872,10.126,19792,3.4,0.2,141.6459033891614,0,0.0996
DEBRIS_A,Iridium-33 Debris,10.333,12.643,370,34.8,0.9,134.64701058357474,0,0.9598
Envisat,Tiangong,11.149,12.111,393,57.1,0.2,59.4488680740548,0,0.9122
Cosmos-1408 Debris,Tiangong,22.522,4.109,26,41.1,0.9,136.41627115512037,0,0.99
Tiangong,Iridium-33 Debris,20.446,12.106,391,44.9,0.9,45.666076804952816,0,0.99
Starlink-1001,DEBRIS_A,48.383,10.428,140,1.4,0.8,134.6502808043446,0,0.99
Envisat,Tiangong,1.962,6.559,393,57.1,0.2,66.71056411864198,0,0.3575
Cosmos-1408 Debris,GPS-79,8.944,8.603,19785,27.6,0.9,73.23541963033384,0,0.9757
GPS-79,Hubble,19.663,8.04,19653,26.5,0.2,156.41926422051384,0,0.99
Tiangong,GPS-79,8.912,8.004,19811,13.5,0.2,69.90850725034628,0,0.9209
Hubble,Envisat,2.167,4.871,235,70.1,0.2,153.46736487405155,0,0.5055
Envisat,DEBRIS_A,0.729,12.037,372,46.9,0.8,101.57552273400348,0,0.1615
Envisat,DEBRIS_B,2.011,11.819,234,70.1,0.8,3.132310897697373,0,0.2808
Iridium-33 Debris,DEBRIS_B,23.69,14.841,232,57.9,0.9,114.13068625034319,0,0.99
Tiangong,DEBRIS_B,30.301,3.581,159,13.0,0.8,130.78864277318797,0,0.99
Hubble,ISS,5.579,9.274,139,23.2,0.2,116.11073439638979,0,0.6004
Cosmos-1408 Debris,DEBRIS_A,5.43,13.824,5,30.9,0.9,53.98506009383404,0,0.5909
ISS,Tiangong,10.384,13.062,19,10.2,0.2,21.28815578330513,0,0.842
Cosmos-1408 Debris,Tiangong,6.769,0.879,26,41.1,0.9,115.20193439246445,0,0.99
Iridium-33 Debris,DEBRIS_A,16.154,13.655,370,34.8,0.9,165.04337410349945,0,0.99
Starlink-1001,Envisat,82.099,4.403,232,45.5,0.2,25.16209932716662,0,0.99
DEBRIS_A,DEBRIS_B,2.179,10.458,138,23.2,0.8,20.290140645226348,0,0.3898
Tiangong,DEBRIS_A,7.849,14.061,21,10.2,0.8,63.44060840166526,0,0.7869
GPS-79,Cosmos-1408 Debris,2.868,11.435,19785,27.6,0.9,2.759212111644381,0,0.451
Envisat,Iridium-33 Debris,30.751,2.969,2,12.1,0.9,16.49018989385151,0,0.99
Iridium-33 Debris,GPS-79,13.35,7.925,19420,31.4,0.9,34.18261858820202,0,0.99
Cosmos-1408 Debris,Tiangong,1.61,0.832,26,41.1,0.9,0.9922490011013377,0,0.9133
Envisat,Cosmos-1408 Debris,13.406,13.707,367,16.0,0.9,134.05101829382522,0,0.9878
GPS-79,Iridium-33 Debris,5.955,3.232,19420,31.4,0.9,83.66180840807094,0,0.9783
Tiangong,DEBRIS_A,0.972,12.251,21,10.2,0.8,83.16923696915462,0,0.1695
Envisat,GPS-79,2.964,3.464,19418,43.5,0.2,4.320959954485151,0,0.6991
Iridium-33 Debris,DEBRIS_A,16.734,13.473,370,34.8,0.9,75.17824871069841,0,0.99
Hubble,Envisat,46.899,10.504,235,70.1,0.2,34.98468868293039,0,0.99
DEBRIS_B,Hubble,74.762,11.399,1,0.0,0.8,133.35088235351205,0,0.99
ISS,Cosmos-1408 Debris,5.322,13.017,7,30.9,0.9,125.47820137931103,0,0.6354
DEBRIS_B,Hubble,16.745,10.593,1,0.0,0.8,93.89269035983321,0,0.99
Cosmos-1408 Debris,Hubble,12.531,6.036,132,54.1,0.9,47.883633902580705,0,0.99
Envisat,Cosmos-1408 Debris,0.406,0.285,367,16.0,0.9,147.82017215733515,0,0.8718
ISS,DEBRIS_B,28.703,8.271,140,23.2,0.8,33.22901565972047,0,0.99
Cosmos-1408 Debris,Envisat,122.063,12.665,367,16.0,0.9,60.84118396928335,0,0.99
Hubble,Tiangong,29.813,6.788,158,13.0,0.2,10.653772146612763,0,0.99
ISS,GPS-79,4.872,7.553,19792,3.4,0.2,27.06526828553807,0,0.6388
GPS-79,Envisat,10.145,14.635,19418,43.5,0.2,56.05128823846717,0,0.7468
Starlink-1001,ISS,1.001,8.707,142,1.4,0.2,60.17684966206815,0,0.1529
Cosmos-1408 Debris,Hubble,9.09,3.218,132,54.1,0.9,0.7245310513521379,0,0.99
Tiangong,DEBRIS_A,6.468,6.838,21,10.2,0.8,22.517261072138407,0,0.9417
Iridium-33 Debris,Starlink-1001,4.388,3.498,230,33.4,0.9,2.0352177594962244,0,0.95
Starlink-1001,GPS-79,3.33,8.857,19650,2.0,0.2,10.85290765689799,0,0.3562
Starlink-1001,ISS,16.596,1.17,142,1.4,0.2,125.57432711368762,0,0.99
Envisat,Hubble,5.56,3.705,235,70.1,0.2,46.854322344686594,0,0.8878
Starlink-1001,GPS-79,3.306,12.666,19650,2.0,0.2,34.3139961406796,0,0.1485
Iridium-33 Debris,Cosmos-1408 Debris,8.611,7.851,365,3.8,0.9,49.61893770146882,0,0.977
Hubble,DEBRIS_B,30.984,10.603,1,0.0,0.8,14.405160182267247,0,0.99
Hubble,Starlink-1001,40.353,10.837,3,24.5,0.2,128.67166160388197,0,0.99
Hubble,DEBRIS_A,34.333,14.123,137,23.2,0.8,145.7493922449738,0,0.99
Tiangong,Envisat,30.502,8.357,393,57.1,0.2,102.30458199172251,0,0.99
DEBRIS_A,Starlink-1001,37.144,4.39,140,1.4,0.8,31.249811245771053,0,0.99
DEBRIS_A,Hubble,9.907,4.026,137,23.2,0.8,59.95243303534352,0,0.99
Cosmos-1408 Debris,DEBRIS_B,22.805,10.233,133,54.1,0.9,106.74285843025469,0,0.99
GPS-79,Starlink-1001,5.871,2.13,19650,2.0,0.2,149.12183975793852,0,0.9368
Envisat,Hubble,16.145,6.031,235,70.1,0.2,86.3390451616205,0,0.99
GPS-79,Starlink-1001,1.022,2.589,19650,2.0,0.2,166.79629559216463,0,0.5336
Starlink-1001,DEBRIS_A,16.013,13.24,140,1.4,0.8,81.57863240280228,0,0.99
Tiangong,ISS,45.75,6.715,19,10.2,0.2,29.43357260499111,0,0.99
Cosmos-1408 Debris,Envisat,6.335,1.017,367,16.0,0.9,45.42857362803208,0,0.99
Starlink-1001,Iridium-33 Debris,22.44,11.983,230,33.4,0.9,90.41668847067992,0,0.99
Starlink-1001,ISS,20.224,8.188,142,1.4,0.2,89.0273160891989,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,29.624,2.405,365,3.8,0.9,75.91474513104556,0,0.99
DEBRIS_B,Iridium-33 Debris,36.289,14.898,232,57.9,0.9,17.912855186261154,0,0.99
DEBRIS_B,ISS,1.618,12.683,140,23.2,0.8,97.87781670523987,0,0.1984
Iridium-33 Debris,DEBRIS_A,29.744,4.324,370,34.8,0.9,115.4062854353325,0,0.99
Cosmos-1408 Debris,Envisat,12.169,14.211,367,16.0,0.9,84.86848145450206,0,0.9739
Starlink-1001,Hubble,8.944,6.658,3,24.5,0.2,15.401959233161843,0,0.9466
ISS,GPS-79,6.965,6.789,19792,3.4,0.2,90.29072909731644,0,0.8637
Cosmos-1408 Debris,DEBRIS_A,40.131,14.419,5,30.9,0.9,2.295550087917834,0,0.99
DEBRIS_A,ISS,10.327,3.291,2,0.0,0.8,10.186284966801551,0,0.99
GPS-79,Starlink-1001,102.177,14.809,19650,2.0,0.2,148.13315027716587,0,0.99
DEBRIS_A,DEBRIS_B,3.784,2.902,138,23.2,0.8,71.9644492746162,0,0.9322
GPS-79,DEBRIS_A,7.079,1.041,19790,3.4,0.8,153.4784913309654,0,0.99
Tiangong,DEBRIS_B,10.53,11.186,159,13.0,0.8,84.59050488601933,0,0.971
GPS-79,Hubble,32.99,12.694,19653,26.5,0.2,88.32003251618893,0,0.99
Tiangong,GPS-79,30.118,10.894,19811,13.5,0.2,67.89986778105512,0,0.99
GPS-79,Envisat,24.63,7.703,19418,43.5,0.2,164.20966449965388,0,0.99
Tiangong,DEBRIS_B,5.086,2.489,159,13.0,0.8,47.473922559667784,0,0.9676
DEBRIS_B,Iridium-33 Debris,40.228,10.647,232,57.9,0.9,125.67638105518695,0,0.99
DEBRIS_A,Envisat,20.184,6.323,372,46.9,0.8,123.7838498502419,0,0.99
Envisat,GPS-79,4.537,8.117,19418,43.5,0.2,152.48879124721566,0,0.5581
Hubble,ISS,3.933,11.616,139,23.2,0.2,57.01305060441672,0,0.2463
Envisat,Tiangong,9.573,7.488,393,57.1,0.2,123.04274577609507,0,0.9498
GPS-79,DEBRIS_A,18.915,6.615,19790,3.4,0.8,67.85581343461827,0,0.99
Iridium-33 Debris,Hubble,10.179,5.151,233,57.9,0.9,24.766005824949442,0,0.99
Envisat,Hubble,16.477,9.12,235,70.1,0.2,14.721076126400867,0,0.99
Starlink-1001,DEBRIS_A,1.314,14.893,140,1.4,0.8,21.45393396489858,0,0.0988
DEBRIS_A,Iridium-33 Debris,7.45,4.005,370,34.8,0.9,57.697088572646415,0,0.9869
Hubble,Cosmos-1408 Debris,0.756,8.645,132,54.1,0.9,143.424464999844,0,0.3976
ISS,Envisat,72.885,9.824,374,46.9,0.2,10.392067588024641,0,0.99
Tiangong,Hubble,78.207,6.359,158,13.0,0.2,102.17609828057799,0,0.99
ISS,Iridium-33 Debris,26.818,3.092,372,34.8,0.9,75.9981500877487,0,0.99
GPS-79,ISS,37.299,8.447,19792,3.4,0.2,25.9273727247943,0,0.99
Hubble,Cosmos-1408 Debris,24.945,10.377,132,54.1,0.9,121.80581631606192,0,0.99
ISS,Iridium-33 Debris,10.214,0.245,372,34.8,0.9,23.61352395733706,0,0.99
Hubble,DEBRIS_B,6.199,0.406,1,0.0,0.8,61.14141428297919,0,0.9898
ISS,Cosmos-1408 Debris,3.643,1.349,7,30.9,0.9,81.17797590490471,0,0.9615
Starlink-1001,Tiangong,15.876,7.584,161,11.5,0.2,121.2380321688078,0,0.99
Iridium-33 Debris,Starlink-1001,19.48,1.699,230,33.4,0.9,34.69555325974423,0,0.99
GPS-79,Envisat,7.416,12.967,19418,43.5,0.2,156.12291773572608,0,0.5542
ISS,DEBRIS_B,4.887,6.039,140,23.2,0.8,28.664881967707956,0,0.9031
ISS,Hubble,28.606,9.177,139,23.2,0.2,143.3477431147847,0,0.99
Starlink-1001,Hubble,3.101,6.441,3,24.5,0.2,92.35929939263464,0,0.5046
Hubble,Starlink-1001,5.979,10.834,3,24.5,0.2,108.18908510019898,0,0.5347
ISS,Envisat,27.093,10.355,374,46.9,0.2,86.16262304763421,0,0.99
DEBRIS_A,Starlink-1001,45.475,11.883,140,1.4,0.8,62.88248932376901,0,0.99
Tiangong,Hubble,14.915,5.175,158,13.0,0.2,50.66459942197628,0,0.99
Starlink-1001,DEBRIS_B,36.881,1.443,2,24.5,0.8,129.4638359786851,0,0.99
Iridium-33 Debris,DEBRIS_A,1.796,8.049,370,34.8,0.9,17.102423887786085,0,0.5704
ISS,Tiangong,18.579,5.522,19,10.2,0.2,140.00675581432841,0,0.99
Hubble,Envisat,2.355,4.813,235,70.1,0.2,163.98225139475673,0,0.5333
ISS,Tiangong,39.375,4.685,19,10.2,0.2,18.836619968323422,0,0.99
Hubble,DEBRIS_B,3.729,3.097,1,0.0,0.8,154.98756468919026,0,0.9266
Hubble,GPS-79,0.465,2.064,19653,26.5,0.2,148.9583931967661,0,0.5033
DEBRIS_A,ISS,40.645,10.612,2,0.0,0.8,125.3306056215394,0,0.99
GPS-79,DEBRIS_A,28.864,12.057,19790,3.4,0.8,7.046758816252934,0,0.99
Envisat,Hubble,25.254,7.843,235,70.1,0.2,129.64684466331073,0,0.99
Iridium-33 Debris,DEBRIS_A,25.008,3.417,370,34.8,0.9,120.5520569525348,0,0.99
Tiangong,DEBRIS_B,64.021,14.073,159,13.0,0.8,144.85548169741514,0,0.99
GPS-79,Cosmos-1408 Debris,13.785,10.676,19785,27.6,0.9,159.70439899545005,0,0.99
DEBRIS_B,Hubble,12.052,9.949,1,0.0,0.8,54.31508941422958,0,0.99
DEBRIS_A,Hubble,2.8,9.531,137,23.2,0.8,70.59623542224334,0,0.5351
Tiangong,Hubble,25.582,9.649,158,13.0,0.2,52.21584020017235,0,0.99
Hubble,GPS-79,15.239,11.561,19653,26.5,0.2,61.98163854975316,0,0.9896
Cosmos-1408 Debris,Starlink-1001,29.008,0.575,135,29.6,0.9,12.877188149872005,0,0.99
Envisat,GPS-79,0.735,2.953,19418,43.5,0.2,28.1899017008499,0,0.4704
Envisat,Iridium-33 Debris,46.161,12.232,2,12.1,0.9,151.878526857341,0,0.99
GPS-79,Iridium-33 Debris,2.492,7.633,19420,31.4,0.9,69.47684760221259,0,0.6804
DEBRIS_A,DEBRIS_B,18.101,13.909,138,23.2,0.8,63.1258577196958,0,0.99
Tiangong,DEBRIS_B,0.356,5.008,159,13.0,0.8,90.24017379726409,0,0.5685
DEBRIS_B,ISS,7.477,4.442,140,23.2,0.8,138.23745600669213,0,0.9821
DEBRIS_A,Envisat,1.962,13.926,372,46.9,0.8,76.34281802808839,0,0.1684
Starlink-1001,ISS,8.029,0.321,142,1.4,0.2,141.31145256385886,0,0.9869
Tiangong,Hubble,11.466,12.506,158,13.0,0.2,67.5688832273377,0,0.9154
DEBRIS_B,Tiangong,2.084,6.861,159,13.0,0.8,85.21356648936094,0,0.6419
Starlink-1001,Iridium-33 Debris,2.368,4.409,230,33.4,0.9,52.10959624459349,0,0.8404
Hubble,Starlink-1001,5.143,8.164,3,24.5,0.2,4.081976895342243,0,0.6277
Hubble,Envisat,19.768,9.203,235,70.1,0.2,137.82718808628087,0,0.99
Hubble,GPS-79,44.552,13.543,19653,26.5,0.2,147.13289043824594,0,0.99
Starlink-1001,DEBRIS_A,4.489,5.176,140,1.4,0.8,10.859802258722716,0,0.9082
Iridium-33 Debris,DEBRIS_A,18.712,8.37,370,34.8,0.9,151.91370374805263,0,0.99
Cosmos-1408 Debris,Starlink-1001,3.529,13.282,135,29.6,0.9,103.5640518448074,0,0.3966
Envisat,Cosmos-1408 Debris,35.246,5.176,367,16.0,0.9,63.417102203333236,0,0.99
GPS-79,Hubble,17.825,5.223,19653,26.5,0.2,116.60256763412731,0,0.99
GPS-79,Cosmos-1408 Debris,15.799,12.859,19785,27.6,0.9,18.969101490530313,0,0.99
Hubble,Iridium-33 Debris,10.799,8.83,233,57.9,0.9,30.256307249104157,0,0.9895
GPS-79,Cosmos-1408 Debris,0.77,1.134,19785,27.6,0.9,134.8698314183238,0,0.8635
GPS-79,DEBRIS_A,1.178,3.776,19790,3.4,0.8,116.84405164193417,0,0.742
DEBRIS_B,DEBRIS_A,7.073,8.07,138,23.2,0.8,147.28082415239965,0,0.9379
DEBRIS_A,Cosmos-1408 Debris,19.078,1.504,5,30.9,0.9,106.50959008016746,0,0.99
Iridium-33 Debris,Starlink-1001,7.556,2.787,230,33.4,0.9,141.39049007003047,0,0.99
Starlink-1001,Hubble,10.652,2.445,3,24.5,0.2,112.7566537226633,0,0.99
Cosmos-1408 Debris,Tiangong,4.606,7.962,26,41.1,0.9,86.98170347562248,0,0.8474
Cosmos-1408 Debris,Hubble,98.55,9.392,132,54.1,0.9,93.90690439268461,0,0.99
Envisat,Tiangong,113.904,4.02,393,57.1,0.2,96.82397958653351,0,0.99
ISS,DEBRIS_B,7.168,7.191,140,23.2,0.8,7.583309835650715,0,0.9538
Tiangong,Hubble,8.643,5.389,158,13.0,0.2,12.280643480458853,0,0.9571
Cosmos-1408 Debris,Starlink-1001,17.266,0.393,135,29.6,0.9,123.61440261590822,0,0.99
Starlink-1001,Iridium-33 Debris,27.055,4.821,230,33.4,0.9,121.84313551734044,0,0.99
Starlink-1001,DEBRIS_B,1.216,5.667,2,24.5,0.8,115.74406592954153,0,0.6242
GPS-79,Envisat,14.663,0.184,19418,43.5,0.2,31.38258677746178,0,0.99
GPS-79,Hubble,15.622,7.018,19653,26.5,0.2,83.26383292020328,0,0.99
ISS,Tiangong,58.994,8.227,19,10.2,0.2,159.6166111704049,0,0.99
DEBRIS_A,Tiangong,11.399,1.23,21,10.2,0.8,117.33037464172197,0,0.99
Envisat,Hubble,5.837,9.195,235,70.1,0.2,157.7763504462894,0,0.6364
Hubble,ISS,6.635,10.968,139,23.2,0.2,161.94615298375558,0,0.6052
Iridium-33 Debris,DEBRIS_B,13.839,1.163,232,57.9,0.9,11.723738112691562,0,0.99
Iridium-33 Debris,ISS,2.361,0.598,372,34.8,0.9,79.05482142669784,0,0.9427
DEBRIS_B,Iridium-33 Debris,40.444,3.802,232,57.9,0.9,107.9810951534796,0,0.99
GPS-79,Hubble,4.292,9.952,19653,26.5,0.2,119.29305718639618,0,0.3918
